0hr	2hr	4hr	6hr	8hr	10hr	12hr	14hr	16hr	18hr	20hr	22hr	24hr	dummy	DDB	Biological process	Cellular component	Molecular function
-0.0504	-0.8737	-0.2465	-0.3020	0.1931	0.4191	0.3239	0.0887	0.3108	-0.0920	-0.1322	0.0957	-0.0239	3	DDB0167912	NA	NA	NA
-1.6556	-0.9435	-0.2059	0.4455	2.9524	3.0955	-0.4270	1.1487	0.0415	-0.1476	-0.1746	-0.0143	-0.0542	3	DDB0203482	NA	NA	NA
-1.4422	0.4126	-0.1752	-0.4008	-0.3525	-0.2338	0.5054	0.6235	-0.2767	0.8352	-0.2086	0.1974	-0.1375	3	DDB0167911	NA	NA	NA
-0.6151	0.4383	-0.4017	-0.8749	-0.0004	-0.1709	0.4597	0.7974	0.0178	0.5336	0.6022	0.1083	0.5190	3	DDB0168111	metabolism, acetate fermentation, acetyl-CoA biosynthesis	cytosol	catalytic activity, acetate-CoA ligase activity
0.6932	0.8256	1.0668	0.5387	-0.0748	-0.0805	-0.1101	-0.5497	-0.6892	-0.5099	-0.4324	-0.4513	-0.0913	0	DDB0183793	NA	NA	serine C-palmitoyltransferase activity
-1.9756	-1.3911	-1.5457	-1.4472	-0.4316	-0.0648	-0.0616	1.2179	1.3330	1.5123	0.3622	0.7465	0.2576	5	DDB0168115	NA	NA	NA
-0.5249	-0.7202	0.3924	-0.4466	0.4539	0.8412	0.7187	0.0565	0.0465	0.0795	0.4520	0.1498	-0.2782	3	DDB0185977	NA	NA	NA
-1.6341	-1.3972	-1.2917	-0.9969	0.6989	0.8345	-0.2600	0.7222	0.3011	0.8831	0.7120	0.6328	-0.2767	5	DDB0186044	NA	NA	NA
0.2412	-0.2410	-0.6540	-0.6222	-0.2045	0.0494	0.3422	0.3326	-0.2190	-0.4692	0.3830	0.4555	-0.2965	3	DDB0185979	NA	NA	NA
0.5828	-0.2573	0.7352	0.9487	0.2353	0.9056	0.2396	-0.6847	0.0448	-0.8082	0.9103	-0.8832	1.1615	4	DDB0189923	NA	NA	inositol/phosphatidylinositol phosphatase activity
0.2502	-0.4344	-0.2330	-0.4241	-0.4604	-0.1272	0.2931	0.2362	0.4402	-0.2033	0.4986	0.4716	0.3264	3	DDB0187945	NA	NA	NA
-0.3981	0.6812	0.5036	0.2652	0.2078	-0.0290	0.1084	0.2278	-0.1945	-0.2458	-0.0646	0.4602	0.2960	2	DDB0186141	NA	NA	NA
1.2961	0.8269	0.8334	0.9607	-0.0561	-0.1954	0.1775	-1.0229	-0.9028	-0.8257	-0.4368	-0.6106	0.2454	0	DDB0187948	NA	NA	NA
-0.1668	-0.2663	-0.2914	-0.7955	-0.4998	-0.1613	0.6597	0.0943	-0.2223	0.1560	0.5983	0.8720	0.2737	3	DDB0215200	NA	NA	NA
-0.3938	-0.2715	0.9084	-0.0698	-0.0500	0.7209	1.0390	0.7848	0.8106	0.4709	-0.6377	-0.5657	-1.1184	1	DDB0167824	NA	NA	lysozyme activity
0.1368	-1.2591	-1.0845	-1.7732	0.7817	-0.6027	0.2554	0.7843	1.0523	-1.1112	0.2104	0.6852	-0.5913	6	DDB0168736	NA	NA	NA
-0.5628	-0.8976	-1.1165	-1.2127	0.6729	0.1570	0.3924	0.6624	0.0695	0.7258	0.2896	0.3398	-0.5361	6	DDB0168756	NA	NA	NA
-0.7724	0.5293	-0.1879	-0.2939	-0.1837	-0.5010	-0.2306	0.7619	0.0343	0.4038	-0.0824	0.4560	0.6660	2	DDB0190953	NA	NA	NA
1.3412	0.3675	1.1615	0.9061	0.0921	0.1068	-0.4856	-0.3800	-0.4181	-0.2859	0.0359	-0.4041	-0.3270	0	DDB0187891	NA	NA	NA
-0.0027	-0.2883	0.5247	-0.4251	0.0480	0.4223	0.7467	0.7951	0.0242	0.2907	-0.0471	0.1782	0.2160	3	DDB0187890	NA	NA	NA
1.2753	0.4523	0.4630	0.4655	0.1247	0.4363	-0.1542	-0.4197	-0.7345	-0.4681	-0.3250	-0.2078	-0.6036	4	DDB0192171	carbohydrate metabolism	mitochondrion	NA
1.8117	1.6224	1.4257	1.8281	0.6223	0.7930	-0.0882	-1.0239	-1.5325	-1.4708	-0.6030	-1.3449	-0.5039	0	DDB0214817	nucleoside triphosphate biosynthesis	mitochondrion	nucleoside-diphosphate kinase activity
-1.6232	-1.7152	-0.8512	-0.9815	0.8395	0.9753	0.2359	0.5401	0.1025	0.3316	0.0474	0.4815	-1.0348	6	DDB0188787	NA	NA	NA
0.8367	0.4202	0.1033	0.1312	0.3275	-0.0309	0.1452	-0.1820	-0.1417	-0.4448	-0.5898	0.1040	-0.4327	1	DDB0191428	NA	NA	protein phosphatase type 2A, intrinsic regulator activity
1.3271	0.5164	0.5191	1.3513	-0.0152	0.7305	-0.7421	-0.2725	-0.1541	-0.5503	0.4847	-0.3940	-0.1583	0	DDB0191358	NA	NA	NA
-0.9702	-0.3248	-0.5540	-0.0621	-0.3589	0.2217	0.0585	0.4414	0.4565	-0.5800	0.4479	0.2752	0.0125	3	DDB0191356	NA	NA	NA
1.1990	1.4653	0.6424	0.7965	0.0953	0.2785	-0.1939	-0.0567	0.1241	-0.2884	-0.1046	-0.4240	0.1887	4	DDB0191351	NA	unconventional myosin	actin binding, calmodulin binding, ATP binding
0.3789	0.0873	-0.3641	0.6359	-0.2440	-0.0187	-0.0041	0.1308	0.0901	-0.4453	-0.1758	-0.3304	0.2033	1	DDB0191350	NA	NA	NA
0.6216	0.8095	1.2799	1.0548	0.1713	0.7232	0.0421	-0.3969	-0.3148	0.0971	0.3648	-0.8026	0.3772	4	DDB0203396	NA	NA	NA
0.8252	2.2745	0.8569	0.4178	0.0841	0.2810	-0.4531	-0.4320	-0.2214	-1.1539	-0.0702	-0.8174	0.2874	0	DDB0191194	NA	NA	NA
0.8480	0.4522	0.6801	0.9899	-0.2329	-0.4350	0.4495	-0.1752	0.0779	-0.3554	0.1001	-0.5326	-0.1821	4	DDB0187783	NA	NA	NA
0.0790	0.0745	-0.8736	-0.1176	-0.0917	0.6925	-0.4804	-0.0725	0.1875	0.3635	-0.7207	0.2635	0.4627	1	DDB0186435	NA	NA	NA
-1.2847	-1.3929	-1.1171	-0.4965	-0.2925	0.2499	0.2256	1.0030	0.0001	0.7618	0.1057	0.2293	-0.1464	6	DDB0191516	transport, response to drug	integral to membrane	ATP-binding cassette (ABC) transporter activity, transporter activity, ATP binding, xenobiotic-transporting ATPase activity
0.5893	0.1152	1.5161	0.3381	0.9619	0.4415	0.1196	-0.5231	0.2899	-1.0491	-0.8296	-0.2012	-0.8418	4	DDB0206263	NA	NA	NA
-1.4038	-0.7676	-0.1507	-0.7953	-0.3307	1.0616	-0.0657	0.5591	0.5256	1.3809	0.3198	0.1370	-0.0605	3	DDB0206062	NA	NA	NA
1.0061	1.0614	1.3429	0.4654	-0.0519	-0.0373	0.0743	-0.2270	-0.5659	-0.8557	-0.1838	-0.5883	-0.2507	0	DDB0188339	NA	NA	NA
-0.9656	-2.1311	-1.7147	-1.9405	0.7586	0.1487	0.5051	0.2649	1.1436	0.0926	0.9410	0.7686	-0.1222	6	DDB0203971	NA	NA	NA
1.5199	0.0638	0.0679	0.1059	-0.7379	0.0576	-0.9795	-1.1383	-0.4912	-0.0143	0.0164	-0.4700	-0.3917	0	DDB0187223	NA	NA	NA
-0.2246	-0.2178	-0.3856	0.1733	0.5203	-1.6830	0.7499	0.5978	0.5398	-0.2067	0.4912	0.4545	-0.1356	3	DDB0191289	NA	NA	guanyl-nucleotide exchange factor activity
-2.9273	-3.0533	-1.1379	-0.6078	1.7205	3.2167	0.3614	2.1973	2.0177	2.9765	-0.3817	-0.4408	-1.8519	5	DDB0188080	NA	NA	NA
0.4265	-0.2258	-0.4440	-0.0565	-0.2183	0.2076	0.4876	-0.0108	0.8257	0.2474	0.3940	-0.1828	0.2416	3	DDB0190550	NA	NA	chaperone activity
-1.6699	-2.0756	-1.5893	-2.4223	-0.9972	-0.8965	0.7895	2.7026	0.8865	1.3625	1.5659	1.3131	1.4981	5	DDB0190485	NA	NA	cysteine protease inhibitor activity
0.7848	0.3168	0.6878	0.0258	-0.6367	-0.2294	-0.2860	0.1908	0.5752	-0.5464	0.3182	0.0271	0.2289	1	DDB0168791	metabolism, main pathways of carbohydrate metabolism, carbohydrate metabolism, isocitrate metabolism	cytosol	oxidoreductase activity, isocitrate dehydrogenase (NADP) activity
-2.4713	-1.4797	-0.9887	-1.3469	-0.2213	0.2651	-0.2337	0.7473	0.8780	1.6091	0.3272	0.0943	-0.0378	5	DDB0203442	NA	NA	NA
0.5843	0.6023	-0.0384	-0.0038	-0.5087	-0.0752	0.2450	-0.2186	-0.1502	0.0380	-0.2070	-0.2868	-0.1221	1	DDB0201724	NA	nucleus	NA
2.6511	0.3270	0.1391	0.7432	-0.3360	-1.0018	-0.7958	-0.9335	-1.8197	-1.0914	-1.1917	-0.0596	-0.6322	0	DDB0001950	NA	NA	NA
0.6627	-0.4612	0.4537	0.1115	0.2984	0.4190	0.1511	-0.0137	-0.1431	-0.0125	-0.2519	-0.3459	0.1002	1	DDB0184151	neurogenesis	lysosome	alpha-N-acetylglucosaminidase activity
-0.0986	-0.4567	-2.1084	-3.2738	0.8948	-0.7878	-0.7438	-0.5320	-0.1472	-0.3568	-0.9568	0.1046	1.1290	6	DDB0168235	amino acid activation, seryl-tRNA aminoacylation	cytoplasm	tRNA ligase activity, serine-tRNA ligase activity, ATP binding
1.3183	0.4321	0.1291	0.4258	0.3758	-0.1171	-0.1818	-0.3818	-0.5472	0.3637	-0.9066	0.2757	-0.4766	4	DDB0184155	NA	NA	NA
1.1896	1.5408	1.3545	0.5953	0.0661	-1.1127	-0.2769	0.2081	-0.8107	-0.9677	-0.5092	-0.0879	-0.3828	0	DDB0205000	NA	NA	NA
0.9048	0.6969	-0.0614	0.6481	-0.6914	0.3191	0.2306	-0.3890	-0.3071	-0.2242	-0.3262	-0.2713	0.8306	4	DDB0167794	NA	NA	NA
-0.6685	-0.1449	-0.2073	-0.7375	0.4766	0.0253	-0.1431	0.8271	-0.3185	-0.3545	-0.6491	0.0111	0.3606	1	DDB0184530	NA	NA	NA
-0.2552	-0.8034	-0.8209	-0.5346	0.5757	0.5021	0.1518	0.2626	0.3792	0.1417	0.1431	0.0624	-0.2364	3	DDB0189268	NA	NA	NA
-0.3149	-0.7221	-1.1076	-0.5387	-0.7615	-0.5177	0.5332	0.9626	1.4887	2.2668	0.1737	0.0352	-0.4755	6	DDB0203958	NA	integral to membrane	NA
0.6857	0.0309	0.3491	0.2965	0.3274	0.0149	0.2922	-0.3391	-0.3369	-0.2858	0.3650	0.3128	-0.1527	4	DDB0185955	NA	NA	NA
1.1995	1.0996	0.0386	0.2642	0.0724	0.1038	0.0847	-0.1995	0.4538	-0.3014	-0.3176	-0.3611	0.6868	4	DDB0204641	protein folding	cytosol, cytoskeleton	chaperone activity
-0.3640	0.5890	-0.1558	0.3930	-0.5942	0.2242	-0.1149	0.2037	0.0497	0.1796	-0.2259	0.2209	0.7782	2	DDB0186974	NA	NA	NA
-0.3640	0.5890	-0.1558	0.3930	-0.5942	0.2242	-0.1149	0.2037	0.0497	0.1796	-0.2259	0.2209	0.7782	2	DDB0186976	NA	NA	NA
-0.0203	0.5166	-0.2151	0.3158	0.0804	-0.7128	0.4145	-0.2454	-0.8870	-0.5559	-0.1289	-0.3941	0.0000	1	DDB0205667	NA	NA	NA
-1.1198	-1.3026	-0.8039	-1.3004	-0.2932	0.4457	0.5831	0.9181	0.2130	0.7083	1.0976	0.9958	-0.1718	6	DDB0169187	NA	NA	NA
1.3546	0.4227	0.4836	0.3659	-0.2828	-0.2259	-0.0105	-0.8159	-0.6333	-0.1297	-0.2890	-0.0155	0.4814	4	DDB0169184	NA	NA	NA
0.9189	0.4775	0.9960	0.2672	-0.2750	-0.2712	0.1213	-0.5170	-0.1552	-0.7565	-0.2525	0.1793	0.3766	4	DDB0168169	intracellular protein transport, protein-nucleus import, NLS-bearing substrate-nucleus import	NA	protein transporter activity
0.3463	-0.0694	0.6004	0.5937	-0.4345	-0.5462	0.0271	1.0010	0.6184	-0.5429	-0.5679	-0.6848	-0.3891	1	DDB0205250	NA	NA	NA
1.3680	0.6571	0.6771	0.9906	-0.1895	-0.3952	-0.0048	-0.6300	-0.9522	-0.2910	-0.6309	-0.3588	1.1521	0	DDB0191943	NA	NA	NA
-0.3265	-0.7628	-0.4810	-0.7341	-0.2761	0.2057	0.2984	0.5186	1.3233	1.1425	0.4182	0.1115	0.1428	6	DDB0187934	NA	NA	NA
0.0511	0.1146	0.9784	-0.0429	-0.2237	0.4231	0.3970	-0.0254	0.2202	0.5371	-1.2712	-0.0713	-0.1434	1	DDB0215187	NA	NA	NA
0.6020	1.0159	0.7281	0.4226	0.2209	-0.0496	-0.1606	-0.4589	-0.7025	-0.5423	-0.3885	-0.6956	-0.4491	0	DDB0186158	NA	NA	NA
-0.1239	-0.9349	-0.6163	-0.6189	0.0212	-0.0319	0.3573	0.6019	0.7658	0.2869	0.4014	0.7539	-0.0100	6	DDB0186181	lysine biosynthesis, aminoadipic pathway	cytoplasm	saccharopine dehydrogenase (NADP, L-glutamate-forming) activity
-0.3711	-0.6272	-0.8255	-0.0190	-0.9669	-0.7607	0.0235	0.6794	1.6802	1.5064	-0.7511	-0.3735	-0.9288	6	DDB0169369	NA	NA	NA
0.1619	0.4462	0.6748	0.5148	-0.2409	0.0947	-0.5056	-0.4924	0.2017	0.3908	-0.7903	-0.4816	-0.2816	1	DDB0204039	NA	NA	NA
0.9651	0.9012	0.4244	0.8598	0.2434	0.0262	0.0320	-1.6627	-1.0940	0.0631	-0.2071	-0.3131	0.1560	0	DDB0201804	NA	NA	NA
0.9651	0.9012	0.4244	0.8598	0.2434	0.0262	0.0320	-1.6627	-1.0940	0.0631	-0.2071	-0.3131	0.1560	0	DDB0201806	NA	NA	NA
-1.3209	-0.0726	-1.4102	-0.1233	-0.0642	0.4533	-0.3277	0.1242	0.5638	1.2515	0.4758	0.6866	0.4368	3	DDB0187840	mitotic metaphase/anaphase transition, cell proliferation	anaphase-promoting complex, centrosome, spindle	NA
-1.6507	-2.1193	-3.1051	-1.6209	1.6711	1.5137	0.6638	0.6709	0.8468	1.0674	0.7177	0.4947	0.3609	5	DDB0192097	NA	NA	NA
-0.3933	0.6054	0.2759	-0.3584	-0.1740	-1.0792	-0.2449	0.6601	-0.5550	0.1901	-0.5186	0.3488	-1.6917	1	DDB0204721	NA	NA	NA
-0.2810	-0.8911	-1.0439	-0.7286	-0.0951	0.2141	-0.0228	0.3465	0.7548	0.5682	0.5254	0.2061	0.0684	6	DDB0186552	NA	NA	NA
-0.8710	-1.8692	-1.2054	-1.3137	-0.1608	0.7606	0.9630	1.0382	0.9452	1.3953	-0.1722	0.7167	-0.3111	5	DDB0191230	transport, response to singlet oxygen, response to drug	integral to membrane, plasma membrane	ATP-binding cassette (ABC) transporter activity, xenobiotic-transporting ATPase activity
-1.4346	-2.3580	-1.2932	-0.7247	0.6827	-0.0743	0.1415	0.8566	0.9191	1.0293	0.3695	0.4568	-0.7173	6	DDB0191362	NA	NA	NA
-0.7802	-0.1169	-0.0577	-0.7330	-0.0536	0.6356	0.6839	0.3326	0.1605	-0.2259	0.2251	-0.2003	0.1041	3	DDB0191365	protein amino acid phosphorylation	cytoplasm, nucleus	protein kinase activity
0.1547	0.0509	0.9845	0.6463	1.1557	-0.6690	-0.1169	-0.2068	0.0106	-1.0642	-0.7678	-0.4112	0.0209	4	DDB0167089	NA	endoplasmic reticulum lumen	Hsp70/Hsp90 organizing protein activity, ATP binding
1.1994	0.2052	-0.9387	-0.0995	-1.1405	-1.8239	-0.4778	-0.8165	-0.2073	-1.8495	-0.8085	0.5003	-0.1698	1	DDB0191161	development, cell motility, glucose homeostasis, cell-cell adhesion	extracellular	signal transducer activity
-0.1491	0.3941	0.3809	-0.0540	0.2002	0.3945	-0.0151	0.1560	0.0865	-0.0806	0.1059	0.0587	0.1674	1	DDB0191239	transport, response to singlet oxygen, response to drug	integral to membrane, plasma membrane	ATP-binding cassette (ABC) transporter activity, xenobiotic-transporting ATPase activity
-0.0001	0.1253	-0.2521	0.2198	-0.0588	-0.2781	-0.2912	0.1606	0.0143	0.1660	0.3720	0.1952	-0.2055	1	DDB0188240	NA	NA	NA
-0.5698	2.3717	0.4152	0.3645	0.5006	-1.4138	-1.0602	-0.7284	-1.8596	-1.0117	-0.4251	1.2904	0.3273	2	DDB0204615	NA	NA	NA
0.7656	0.6854	0.6201	1.0101	-0.6494	-0.4127	-0.5197	-0.9425	-1.2464	-1.2687	-0.0589	-0.1639	0.5174	0	DDB0205744	NA	NA	NA
1.0311	1.1705	1.6548	1.2661	-0.3870	-0.2882	-0.5931	-0.5451	-0.7448	-1.0874	-0.2684	-0.5060	0.2034	0	DDB0206275	NA	NA	NA
-0.6029	-0.2796	-0.6049	-0.5609	0.3385	0.2638	0.1918	0.1479	0.2089	0.8220	0.0227	0.0492	-0.0942	3	DDB0206272	NA	NA	NA
0.8318	0.1924	0.3038	0.2871	0.0465	-0.6038	-0.0939	-0.3865	-0.3868	-0.0083	-0.9241	0.1518	-0.4084	1	DDB0002046	NA	NA	NA
0.8318	0.1924	0.3038	0.2871	0.0465	-0.6038	-0.0939	-0.3865	-0.3868	-0.0083	-0.9241	0.1518	-0.4084	1	DDB0002047	NA	NA	NA
0.2263	0.5416	0.8902	0.4226	0.5518	0.1675	-0.1606	-0.2951	-0.3167	-0.4482	-0.4389	-0.6633	-0.5512	4	DDB0191707	NA	NA	NA
0.6507	0.2209	0.0527	-0.3818	0.3228	0.3772	-0.3801	0.3701	0.1656	-0.3852	0.2031	-0.1780	0.3136	1	DDB0188309	NA	NA	NA
-0.1618	0.2991	0.7453	-0.0727	0.4756	-0.0118	0.5553	0.9642	0.0808	0.3312	-0.2394	-0.3168	0.9112	3	DDB0187441	NA	NA	NA
0.5149	0.1656	1.0287	-0.0327	-0.2072	0.0821	-0.3091	-0.4142	0.4355	-1.1257	0.2722	0.6541	0.1440	4	DDB0190382	NA	NA	NA
-0.1409	1.1537	-0.2262	0.7689	0.0726	-0.9148	-0.7820	-0.0095	-0.9094	-0.1134	-0.3419	0.7248	0.6610	2	DDB0188646	NA	peroxisome	alanine-glyoxylate transaminase activity
0.5311	0.1699	0.9248	0.8336	0.6612	0.1502	-0.5505	0.2789	-0.2889	0.1578	-0.2358	-0.3089	-0.2781	1	DDB0190011	NA	cytoplasm	NA
-2.4871	-2.6319	-0.8208	-2.7522	-0.4511	0.8249	0.9782	1.4922	2.6628	1.8473	0.0262	0.9099	0.1969	5	DDB0202593	NA	NA	NA
-0.4131	-0.7707	-0.9831	-0.7606	-0.3662	-0.4580	0.8927	-0.0400	0.8451	0.2980	0.4517	0.4493	-0.1423	6	DDB0190016	NA	NA	NA
0.0497	-0.4935	-1.1686	0.1082	-0.5072	0.0433	0.4160	0.2387	0.6391	-0.0005	0.5307	-0.0129	0.0079	3	DDB0184230	NA	NA	NA
-1.8180	-1.5969	-2.0673	-1.3495	0.7774	0.7573	0.4652	1.0894	0.7176	0.9161	0.2176	0.2001	-0.1089	5	DDB0191389	NA	NA	NA
0.2268	0.7130	0.4836	0.5078	-0.3316	0.7879	-0.5334	-0.7547	-1.3015	-0.5668	-0.7231	-0.4385	-0.5119	0	DDB0184234	NA	NA	NA
0.7702	0.6429	0.5668	-0.4069	0.0609	0.1724	0.8375	-0.2468	-0.2162	0.0569	0.1679	-0.3013	0.3413	4	DDB0203188	acetate fermentation, acetyl-CoA biosynthesis	cytosol	acetate-CoA ligase activity
1.7490	0.8990	0.3344	1.5336	-0.1535	-0.6572	-0.2547	-1.1125	-0.9332	-0.4235	-0.4447	-1.0993	-0.0107	0	DDB0188019	NA	NA	NA
-0.9423	-0.7825	-0.5893	-0.3458	0.2325	0.2213	0.2989	0.5045	0.6891	0.3831	-0.1975	-0.0698	-0.8969	6	DDB0191385	NA	NA	NA
2.0383	1.2390	1.7989	1.3944	-0.0627	0.1501	-0.2297	-1.2940	-0.1841	-0.7532	-0.2991	-0.8488	-0.1450	0	DDB0205817	NA	NA	structural constituent of ribosome
-1.2068	-1.0961	-1.5351	-1.4069	-0.9397	-1.0124	0.5368	0.5428	1.5751	1.7470	0.8444	0.1694	0.1189	6	DDB0185091	NA	NA	NA
0.3803	-0.3040	1.1818	-0.0001	-0.5978	0.9080	-0.8665	-0.1887	0.2247	0.1749	-1.5057	0.6173	-0.0027	1	DDB0168821	NA	membrane	lipid binding, metabotropic glutamate, GABA-B-like receptor activity
0.2689	-0.3573	0.1785	-0.3157	0.0812	0.1246	0.4260	0.2208	0.4695	0.2794	0.5140	0.4992	-0.2711	3	DDB0168828	response to virus	intracellular	catalytic activity, antiviral response protein activity, GTPase activity
0.7671	1.2401	1.6185	0.9505	0.0827	-0.4525	-0.4704	-1.0122	-0.9345	-1.4279	-0.1232	-0.2416	0.8081	0	DDB0167249	metabolism	NA	oxidoreductase activity
-0.0935	0.8517	0.5920	0.5628	-0.3547	-0.7041	-0.2564	-0.5550	-0.6989	-0.3943	0.2928	0.0101	0.7641	2	DDB0188871	NA	NA	NA
-1.8549	-1.1365	-1.0540	-1.4354	-1.1127	0.5164	1.3621	2.1797	0.4369	3.8526	0.8300	0.3540	0.3983	5	DDB0168224	NA	NA	NA
-1.8549	-1.1365	-1.0540	-1.4354	-1.1127	0.5164	1.3621	2.1797	0.4369	3.8526	0.8300	0.3540	0.3983	5	DDB0168226	NA	NA	NA
-1.5375	-1.3106	-0.9318	-0.8901	-0.1854	0.2032	0.2299	0.1462	0.2569	0.2690	0.2273	0.1751	-0.6140	6	DDB0184161	NA	NA	NA
0.1183	0.7744	-0.3435	0.6238	-0.1901	-0.5173	-0.8787	-0.0429	-0.8722	-0.4046	-0.3470	0.3341	0.6305	2	DDB0188878	NA	cytoplasm	NA
0.7401	0.1650	-0.0096	0.4384	-0.0184	1.0532	0.2218	-0.1008	-0.3390	-0.7461	0.0682	-0.9542	-0.1120	4	DDB0185783	NA	NA	NA
1.0560	0.6003	1.2316	0.7929	-0.0025	0.1471	0.3245	-0.7917	-0.5802	-0.3563	-0.6026	-0.5674	0.3594	0	DDB0189271	NA	NA	NA
-0.6682	0.3579	0.5675	0.2065	-0.1552	0.0866	-0.2622	0.4752	0.1344	0.1475	0.1945	-0.4101	-0.8447	1	DDB0184019	NA	NA	NA
1.3570	1.1978	1.3941	1.3693	0.8722	0.2702	-0.3160	-1.0657	-1.1084	-0.5287	-0.5369	-1.0988	-0.5689	0	DDB0184547	NA	NA	NA
1.3710	1.1775	1.1449	1.1724	-0.5655	-0.6202	-0.1293	-0.6713	-1.3409	-0.2900	-0.8641	-0.5292	0.0239	0	DDB0167798	biosynthesis	NA	ATP binding, uridine kinase activity, kinase activity
1.4669	0.5432	0.6091	0.8949	0.3670	0.6266	0.0214	-0.3380	-0.3268	-0.9816	-0.1943	-0.5545	0.0408	4	DDB0185018	DNA repair	NA	nuclease activity, endonuclease activity, exodeoxyribonuclease III activity
0.3210	-0.0652	-0.0133	0.6988	-0.5302	-0.1812	-0.9204	-0.2756	0.1022	0.4971	-0.5647	-0.1097	-1.1635	1	DDB0185947	NA	NA	NA
0.7087	-0.1126	1.8784	0.2086	0.0812	0.2744	0.8966	0.2219	0.6405	0.3686	0.0353	0.0297	0.4235	4	DDB0204297	regulation of cell cycle, rRNA processing, RNA processing, telomerase-dependent telomere maintenance, cell proliferation	nucleoplasm, nucleolus	RNA binding
-2.0933	-2.4588	-2.0299	-2.4025	1.1569	0.4259	0.9873	1.0398	0.2426	1.5556	0.2305	0.9978	-1.5478	5	DDB0190500	NA	NA	DNA ligase (ATP) activity
-0.0741	-1.3040	-2.1035	-0.3124	0.6440	-0.8452	0.1606	-0.1715	0.2701	0.4143	-0.4651	0.6313	-0.6228	6	DDB0202611	NA	NA	NA
-0.0741	-1.3040	-2.1035	-0.3124	0.6440	-0.8452	0.1606	-0.1715	0.2701	0.4143	-0.4651	0.6313	-0.6228	6	DDB0202612	NA	NA	NA
-1.3577	-0.1066	-1.0447	-0.2383	-0.6356	-0.8736	-1.7131	0.4663	-0.5022	-0.0181	-1.0847	0.1314	0.3176	2	DDB0189059	NA	NA	NA
0.9385	0.2640	0.3167	0.4880	-0.2812	-0.4568	0.1745	-0.4401	-0.2370	-0.3233	-0.1417	0.0056	-0.5328	4	DDB0205105	NA	NA	translation initiation factor activity
-1.1228	-0.8884	-2.2933	-1.6832	0.7493	-0.0130	0.4264	0.5931	0.6919	0.3005	0.5189	0.7735	0.2066	6	DDB0189052	NA	NA	NA
-0.3175	0.7732	-0.2677	-0.2621	-0.2119	-0.4483	0.2999	0.3627	-0.4168	-0.2824	0.2948	0.5003	0.6139	3	DDB0189051	NA	NA	NA
-0.2558	0.5526	-0.0780	0.3714	0.1161	-0.0862	0.2921	-0.1974	-0.2704	0.0626	-0.3120	-0.1882	0.4417	1	DDB0205248	NA	NA	NA
-0.6439	0.9973	-0.0673	-0.2122	-0.1269	-0.5426	-1.1178	-0.4609	-1.3530	-0.4799	-0.0599	0.2817	0.7406	2	DDB0205243	protein biosynthesis	NA	NA
-0.8215	-0.4618	-0.1595	-0.7082	0.2847	-0.0257	-0.1067	0.2249	0.7222	-0.2175	-0.2431	0.3530	0.4149	3	DDB0205245	NA	NA	NA
-0.8215	-0.4618	-0.1595	-0.7082	0.2847	-0.0257	-0.1067	0.2249	0.7222	-0.2175	-0.2431	0.3530	0.4149	3	DDB0205244	NA	NA	nucleic acid binding
0.7305	0.1257	-0.1576	0.1246	-0.0557	-0.5770	-0.1673	-0.2731	-0.2056	0.0378	-0.7080	0.0251	0.0125	1	DDB0185001	NA	NA	NA
0.0045	-0.2256	-0.3521	-0.7840	0.0192	-0.2183	0.2644	0.2905	0.2743	-0.0752	-0.0621	0.3208	-0.0723	3	DDB0187687	ornithine metabolism	mitochondrion, mitochondrial matrix	ornithine-oxo-acid transaminase activity
-0.5897	-0.2580	0.1451	-0.0101	-0.5749	0.5280	-0.5157	-0.1408	-0.1537	0.1817	-0.3349	0.2813	-1.5350	1	DDB0191953	NA	NA	NA
-0.6005	-0.6286	-0.3894	-0.3453	0.8081	0.0585	-0.4314	0.4835	0.6784	1.1822	-0.2147	0.0384	-1.4732	6	DDB0167017	NA	nucleus	DNA binding
1.0009	0.3660	0.2869	0.4159	-0.0756	0.1755	-0.1770	-0.8856	-0.5102	-0.8663	-0.1377	-0.2831	-0.2642	4	DDB0202317	NA	NA	NA
0.9693	0.8449	0.0990	0.9900	0.6060	0.0939	-0.3109	-0.5215	-0.8544	-0.3475	-0.4165	-0.7284	-0.0546	0	DDB0187148	NA	NA	NA
0.1372	0.0671	-0.2159	0.1157	0.0188	0.1199	-0.1869	0.1295	0.2034	-0.4338	0.0146	-0.1199	-0.4589	1	DDB0215157	NA	NA	NA
0.8251	0.7094	-0.0982	0.0618	0.3501	0.6966	0.1300	0.1414	-0.1909	-0.0351	-0.0582	-0.3535	-0.1331	1	DDB0202834	NA	NA	NA
0.4366	0.2487	0.4337	0.7966	0.3615	0.0710	0.2499	-0.4391	-0.7125	-0.5966	0.0991	-0.8557	-0.6072	4	DDB0186091	protein amino acid phosphorylation, circadian rhythm, mushroom body development	nucleus, cytosol, protein kinase CK2 complex	casein kinase activity, protein kinase CK2 activity, protein kinase CK2, intrinsic regulator activity
0.1806	0.1271	-0.3289	-0.6386	0.0844	0.4978	0.3633	0.1117	0.8735	0.2219	-1.1073	0.5453	-0.7872	1	DDB0189873	NA	NA	NA
-0.6924	0.3488	-0.4812	-0.3112	-0.4237	-0.4112	-0.5719	0.5401	-0.0658	0.4159	0.2227	0.7288	0.1615	2	DDB0203405	NA	NA	NA
